Project_ID,RFI_Count_to_Date,RFI_Count_per_10M,Avg_RFI_Response_Days,RFI_On_Time_Rate,Overdue_RFI_Rate,High_Critical_Overdue_Rate,RFI_Revision_Rate,RFI_Reopen_Rate,RFI_to_Change_Rate,Approved_Change_Value_Pct_Budget,Pending_Change_Exposure_Pct_Budget,Change_Approval_Cycle_Days,Old_Pending_Change_Rate,Forecast_Incorporation_Lag_Days,Contingency_Utilization_Pct,Revision_Loop_Rate,Workflow_Handoff_Rate,Workflow_Risk_Score_Snapshot
PRJ3-02077,32,3.847,4.86,0.5686,0.2525,0.0746,0.0084,0.0255,0.105,0,0,20.835,0.3395,5.306,0.1778,0.1606,0.2842,2
PRJ3-02079,80,6.223,12.627,0.08,0.5096,0.1134,0.2317,0.0915,0.2247,0.0418,0.038,27.476,0.3924,4.07,0.3156,0.2742,0.4152,5
PRJ3-02080,24,4.372,7.422,0.1962,0.2716,0.0797,0.1387,0.0442,0.2413,0.0498,0.0189,21.783,0.2603,1.779,0.2213,0.2459,0.4005,2
PRJ3-02081,103,4.749,9.034,0.2981,0.3254,0.1038,0.2009,0.0677,0.0914,0.0004,0.0224,13.115,0.1127,0,0.2865,0.24,0.2891,2
PRJ3-02082,61,5.014,7.255,0.3108,0.2688,0.0933,0.1212,0.0717,0.1304,0.0448,0.006,17.471,0.2396,2.058,0.3728,0.1982,0.3188,2
PRJ3-02083,182,4.696,7.997,0.3486,0.304,0.1104,0.201,0.0668,0.0925,0.0023,0.0085,22.165,0.2673,5.288,0.1656,0.2373,0.3101,2
PRJ3-02084,47,3.835,8.771,0.4601,0.2531,0.1001,0.0842,0.0411,0.0887,0.0716,0.045,21.762,0.2679,5.039,0.2393,0.1877,0.3473,4
PRJ3-02085,14,3.178,10.846,0.152,0.3686,0.0405,0.1517,0.0288,0.0903,0.0099,0.0045,17.303,0.1656,2.679,0.2985,0.2019,0.3492,2
PRJ3-02086,65,6.083,7.913,0.377,0.3379,0.1023,0.249,0.0691,0.2817,0.0385,0.0266,27.783,0.1679,0,0.6233,0.3716,0.3218,3
PRJ3-02087,64,5.062,12.611,0.08,0.4171,0.0905,0.1562,0.0697,0.2226,0.0435,0.0289,27.424,0.2074,6.733,0.3267,0.2676,0.3742,5
PRJ3-02088,41,3.787,10.478,0.3002,0.3677,0.06,0.1038,0.051,0.0906,0.0201,0,8.469,0.1115,3.997,0.4916,0.1713,0.1859,2
PRJ3-02089,84,5.564,5.632,0.308,0.0995,0.0823,0.1387,0.0336,0.3402,0.0619,0.0349,19.525,0.2047,3.788,0.254,0.208,0.5368,3
PRJ3-02090,111,6.696,9.254,0.3382,0.3301,0.086,0.1257,0.0498,0.1609,0.0416,0.021,29.274,0.3851,5.927,0.2594,0.1973,0.3772,4
PRJ3-02091,134,6.601,8.788,0.1262,0.3578,0.0962,0.1503,0.0305,0.2929,0.0319,0.0307,25.361,0.3254,7.533,0.3108,0.2331,0.3772,4
PRJ3-02092,91,4.985,4.978,0.5261,0.257,0.091,0.1454,0.0505,0.1391,0.0588,0.0095,27.855,0.3187,0,0.2279,0.2763,0.408,2
PRJ3-02093,31,5.499,13.401,0.08,0.526,0.132,0.2091,0.0338,0.2203,0.0286,0.0169,27.439,0.4095,8.493,0.2833,0.2848,0.3703,5
PRJ3-02094,240,2.526,9.365,0.3273,0.3275,0.053,0.1591,0.0455,0.1375,0.0202,0.0133,19.153,0.2314,4.774,0.3322,0.1988,0.3211,3
PRJ3-02095,75,5.238,14.177,0.08,0.4482,0.0903,0.1581,0.0775,0.1226,0.0528,0.0327,27.525,0.2416,7.528,0.3045,0.2807,0.4004,6
PRJ3-02096,76,4.98,9.129,0.3548,0.2806,0.0585,0.1572,0.0686,0.1927,0.0307,0.022,23.576,0.3774,7.916,0.2564,0.2753,0.2189,4
PRJ3-02097,192,5.86,10.302,0.1763,0.3438,0.1079,0.1987,0.0594,0.2296,0.0556,0.0255,32.163,0.2569,6.154,0.436,0.3565,0.3529,5
PRJ3-02098,54,4.716,6.615,0.316,0.2615,0.035,0.0273,0.0163,0.1433,0,0.0113,10.751,0.2438,1.898,0.237,0.1366,0.4407,1
PRJ3-02099,19,4.37,10.902,0.1584,0.3761,0.0915,0.0514,0.0541,0.1176,0.009,0.0167,12.62,0.18,0.774,0.1693,0.1166,0.368,2
PRJ3-02100,140,5.239,7.136,0.5021,0.3168,0.0927,0.1788,0.0604,0.1044,0,0.0217,22.615,0.286,4.568,0.244,0.2269,0.2568,3
PRJ3-02101,103,4.481,8.687,0.3408,0.3641,0.0403,0,0.0338,0.0492,0.0221,0.0151,23.807,0.3061,4.766,0.2705,0.1554,0.3904,3
PRJ3-02102,28,5.749,8.126,0.2102,0.4034,0.0842,0.0277,0.0204,0.1869,0.0408,0.026,23.128,0.2934,8.459,0.2861,0.1476,0.4794,4
PRJ3-02103,118,5.176,8.352,0.2279,0.3581,0.0788,0.2465,0.0488,0.2033,0.0352,0.0425,29.844,0.3522,3.648,0.271,0.3256,0.3788,4
PRJ3-02104,106,5.081,6.93,0.2386,0.2714,0.0501,0.1162,0.0321,0.169,0.0637,0.0455,22.484,0.2427,2.281,0.2764,0.1819,0.3368,3
PRJ3-02105,153,6.333,7.3,0.3205,0.3667,0.1251,0.1591,0.0512,0.2483,0.0585,0.0401,28.823,0.1854,6.253,0.4867,0.3016,0.4501,5
PRJ3-02106,82,4.653,5.659,0.4438,0.2233,0.0604,0.1002,0.0557,0.02,0,0.0263,14.148,0.177,6.164,0.2575,0.0746,0.4169,2
PRJ3-02107,71,5.237,7.461,0.2887,0.304,0.0821,0.0494,0.0003,0.1159,0.0588,0.0152,25.718,0.2048,4.068,0.3793,0.2443,0.3529,3
PRJ3-02108,18,3.957,10.619,0.2348,0.3454,0.1298,0.1191,0.0497,0.2211,0.0426,0.0285,37.897,0.4993,7.103,0.3195,0.359,0.3496,5
PRJ3-02109,61,5.13,9.547,0.1984,0.3111,0.081,0.1,0.0102,0.118,0.0278,0.0034,20.501,0.2133,4.759,0.2916,0.1574,0.1344,2
PRJ3-02110,44,4.041,7.96,0.1689,0.2392,0.0821,0.0596,0.0213,0.0871,0.0082,0.0075,18.216,0.1616,1.965,0.2388,0.1828,0.2703,1
PRJ3-02111,43,5.475,8.949,0.4153,0.4655,0.0802,0,0.002,0.0695,0,0,22.462,0.2496,1.711,0.1099,0.1611,0.3349,2
PRJ3-02112,25,2.935,11.758,0.1665,0.4817,0.1134,0,0.0227,0.1283,0.0245,0,13.553,0.2041,0,0.1675,0.0784,0.3059,2
PRJ3-02113,196,6.398,10.555,0.2096,0.3177,0.1213,0.1365,0.0835,0.2861,0.0528,0.0366,22.558,0.3391,12.412,0.2616,0.2082,0.5135,5
PRJ3-02114,240,4.16,6.023,0.3928,0.2416,0.0765,0.1242,0.0435,0.3446,0.074,0.0518,30.398,0.4363,9.876,0.393,0.3119,0.3806,5
PRJ3-02115,43,4.365,8.215,0.1946,0.2875,0.064,0.0564,0.0431,0.1242,0.04,0.0151,16.974,0.1981,4.011,0.2598,0.1648,0.2293,2
PRJ3-02116,240,3.758,9.938,0.2644,0.3416,0.085,0.1509,0.0736,0.2414,0.0782,0.0251,41.106,0.6059,5.897,0.4769,0.4067,0.4695,5
PRJ3-02117,89,3.389,2.791,0.6045,0.1451,0.0579,0.1559,0.0166,0.1638,0,0.024,19.268,0.2822,0,0.1915,0.2504,0.2909,2
PRJ3-02118,105,4.82,7.808,0.4125,0.2744,0.1364,0.0631,0.0282,0.1654,0.0902,0.0333,23.083,0.2984,7.372,0.3802,0.2456,0.4372,4
PRJ3-02119,62,3.499,5.242,0.4159,0.2052,0.0421,0.0933,0.0366,0.157,0.0545,0.0068,14.363,0.1784,1.961,0.1947,0.1862,0.1386,1
PRJ3-02120,30,6.95,10.067,0.2515,0.3908,0.1051,0.1416,0.0528,0.3121,0.052,0.0448,22.575,0.2816,6.198,0.3099,0.1363,0.3375,4
PRJ3-02121,7,3.546,9.316,0.2674,0.2836,0.0921,0.166,0.0517,0.2047,0.0388,0.0194,21.068,0.1922,5.732,0.25,0.209,0.4514,3
PRJ3-02122,57,4.349,8.469,0.3205,0.3581,0.077,0.0878,0.039,0.1871,0.0186,0.0073,20.454,0.2217,2.533,0.305,0.1942,0.3719,2
PRJ3-02123,22,3.69,9.203,0.1842,0.3296,0.096,0.0704,0.0218,0.0884,0.0067,0.0212,34.013,0.2941,7.551,0.2973,0.2239,0.3494,4
PRJ3-02124,240,4.707,10.597,0.1438,0.3977,0.1044,0.1172,0.0104,0.2116,0.1158,0.0483,13.618,0.3219,5.202,0.5788,0.2146,0.4779,4
PRJ3-02125,59,3.761,2,0.5896,0.0553,0.0521,0.1008,0.0167,0.1164,0,0.019,9.942,0.1069,3.007,0.3539,0.1281,0.2548,2
PRJ3-02126,46,5.182,7.065,0.3416,0.2283,0.0893,0.2381,0.077,0.2751,0.0403,0.0141,11.566,0.2598,7.502,0.3333,0.2944,0.3892,3
PRJ3-02127,127,4.794,2,0.6221,0.0587,0,0.0217,0.0008,0.0571,0.0235,0.0318,29.347,0.3537,4.684,0.2192,0.2747,0.3471,3
PRJ3-02128,36,5.935,12.792,0.08,0.4412,0.1103,0.1558,0.0578,0.1898,0.039,0.0198,18.321,0.2386,0,0.3934,0.2716,0.4449,3
PRJ3-02129,84,4.368,7.772,0.3141,0.3173,0.0745,0.1382,0.066,0.1777,0.0317,0.0064,24.784,0.2784,1.957,0.3753,0.2619,0.4078,2
PRJ3-02130,68,5.349,7.823,0.4265,0.3057,0.0904,0.0887,0.0526,0.1026,0.0016,0.0334,21.204,0.1984,4.779,0.3397,0.2099,0.2299,3
PRJ3-02131,79,5.901,12.564,0.08,0.3914,0.0882,0.094,0.0587,0.0969,0.0778,0.046,25.252,0.3186,5.485,0.3761,0.2306,0.3997,5
PRJ3-02132,47,5.114,3.057,0.3579,0.0944,0.0639,0.1681,0.0277,0.1527,0.0719,0.0032,20.626,0.1321,0.465,0.1934,0.2851,0.4162,1
PRJ3-02133,179,4.601,8.167,0.2963,0.3032,0.0416,0.1169,0.0271,0.0464,0.0015,0.0161,17.906,0.2333,0,0.2079,0.1113,0.224,2
PRJ3-02134,41,4.566,4.923,0.3854,0.1598,0.0376,0.0489,0,0.0834,0.006,0.0221,5,0.0251,4.225,0.2826,0.0734,0.2686,2
PRJ3-02135,81,5.903,7.487,0.2187,0.2964,0.0947,0.1166,0.0524,0.2565,0.0762,0.0024,11.575,0.2345,1.441,0.39,0.1664,0.4459,1
PRJ3-02136,16,3.754,8.766,0.2999,0.3431,0.0899,0.0474,0.0486,0.1136,0.0074,0.0201,32.412,0.4439,3.248,0.3082,0.2848,0.4302,4
PRJ3-02137,103,4.942,9.726,0.205,0.3245,0.0613,0.2401,0.0857,0.1202,0.0421,0.0352,33.022,0.4988,1.146,0.4024,0.2796,0.1989,4
PRJ3-02138,61,5.312,8.551,0.2804,0.2604,0.0584,0.1093,0.0481,0.1863,0.0341,0.0468,14.028,0.1123,4.18,0.4594,0.2309,0.3485,3
PRJ3-02139,20,3.369,8.253,0.3225,0.3378,0.0745,0.0536,0,0.0357,0.005,0,5,0.0509,8.169,0.0713,0.0836,0.3456,2
PRJ3-02140,28,2.679,12.637,0.08,0.358,0.0744,0.0354,0.0306,0.02,0.0004,0,11.814,0.1321,4.388,0.1454,0.2029,0.2916,3
PRJ3-02141,48,6.247,8.344,0.4185,0.3062,0.1277,0.1277,0.0342,0.1958,0.0297,0.0192,22.3,0.2436,4.954,0.3159,0.2139,0.3176,3
PRJ3-02142,33,5.844,11.714,0.08,0.3418,0.079,0.1941,0.0784,0.1884,0.0561,0.0378,22.946,0.4536,5.605,0.129,0.2791,0.4021,5
PRJ3-02143,23,11.293,4.291,0.5198,0.1066,0.0648,0.0351,0.0094,0.1314,0.0452,0.0152,25.592,0.3354,2.915,0.3458,0.2024,0.297,2
PRJ3-02144,50,3.715,4.948,0.4516,0.275,0.0578,0,0.0091,0.1157,0.037,0.0153,13.434,0.1949,0,0.3381,0.1055,0.2761,1
PRJ3-02145,186,5.041,7.474,0.3971,0.198,0.0559,0.1936,0.067,0.1936,0.0514,0.0272,17.299,0.2569,3.653,0.4459,0.1483,0.333,2
PRJ3-02146,75,5.746,9.923,0.3365,0.236,0.0431,0.1911,0.0641,0.2208,0.0594,0.0087,20.0,0.2731,0,0.2315,0.2728,0.2458,2
PRJ3-02147,19,6.05,7.648,0.2518,0.2724,0.0807,0.1199,0.0276,0.1756,0.0245,0.029,13.231,0.1661,2.099,0.2321,0.1974,0.3774,2
PRJ3-02148,240,4.648,8.993,0.3155,0.4231,0.1053,0.1133,0.0235,0.13,0.0314,0.0209,18.062,0.3085,1.985,0.2805,0.2283,0.3932,3
PRJ3-02149,37,8.132,12.554,0.1052,0.4066,0.1047,0.1802,0.0833,0.2022,0.0684,0.0516,22.623,0.3196,6.487,0.5341,0.1966,0.3791,5
PRJ3-02150,10,3.804,11.882,0.0884,0.4019,0.1146,0.1038,0.0473,0.1755,0.0181,0.0293,38.566,0.5095,6.934,0.385,0.4177,0.3409,6
PRJ3-02151,19,4.531,8.408,0.2906,0.2468,0.0604,0.1576,0.0551,0.2954,0.0925,0.0113,36.289,0.4648,6.075,0.5427,0.3822,0.552,4
PRJ3-02152,83,5.196,6.477,0.4433,0.3212,0.082,0.0785,0.0102,0.1618,0.02,0.029,23.526,0.2725,2.631,0.1962,0.2457,0.3916,3
PRJ3-02153,113,5.442,6.379,0.5135,0.407,0.1009,0.0921,0.0328,0.1542,0.0667,0.0216,25.332,0.2427,6.323,0.3865,0.2535,0.3441,4
PRJ3-02154,55,6.191,10.651,0.08,0.324,0.0883,0.1044,0.0169,0.1792,0.0572,0.0234,30.169,0.3277,11.052,0.3518,0.2197,0.2935,5
PRJ3-02155,57,4.885,5.45,0.3867,0.2499,0.1004,0.1673,0.0312,0.211,0.0465,0.0173,19.792,0.284,2.06,0.3331,0.1847,0.4494,2
PRJ3-02156,185,5.322,9.657,0.2313,0.3705,0.0536,0,0.0148,0.119,0.0282,0.0378,29.057,0.3044,4.365,0.1998,0.1063,0.2756,4
PRJ3-02157,185,4.597,7.963,0.4236,0.2297,0.0566,0.0854,0.0547,0.0582,0.0238,0.0035,18.936,0.1413,8.032,0.1298,0.2601,0.2555,2
PRJ3-02159,65,5.479,14.879,0.08,0.6147,0.0988,0.1827,0.0281,0.1739,0.0291,0.0542,20.028,0.2946,2.212,0.2219,0.2013,0.3955,6
PRJ3-02160,49,5.008,2.109,0.4702,0.0552,0.0617,0.1155,0.0576,0.1159,0.0468,0.0106,24.699,0.3418,2.388,0.2268,0.2862,0.2599,2
PRJ3-02161,95,5.607,12.164,0.08,0.4661,0.1303,0.2171,0.085,0.2511,0.0872,0.0425,26.832,0.3158,1.603,0.3696,0.2933,0.4536,5
PRJ3-02162,104,4.961,7.78,0.3014,0.2561,0.078,0,0.0191,0.1249,0.0183,0.0026,12.552,0.1342,2.928,0.2707,0.1315,0.3431,1
PRJ3-02163,37,3.912,6.642,0.4694,0.2664,0.073,0.1541,0.0642,0.1453,0.0237,0,13.166,0.1855,0,0.1571,0.3154,0.2603,1
PRJ3-02164,240,4.925,11.406,0.08,0.3462,0.0979,0.1998,0.0296,0.1745,0.0399,0.0332,23.979,0.2128,10.014,0.2682,0.2266,0.5015,5
PRJ3-02165,52,3.906,9.638,0.2616,0.3683,0.0906,0.0134,0.0281,0.0969,0.0121,0.0064,5.927,0.1545,0,0.1554,0.0003,0.4055,2
PRJ3-02167,34,5.966,10.362,0.4207,0.4107,0.1244,0.2357,0.0851,0.2805,0.0297,0.0235,33.918,0.5017,3.425,0.3568,0.3628,0.5041,5
PRJ3-02168,55,4.346,7.105,0.325,0.3283,0.0835,0.1845,0.0532,0.2603,0.0504,0.0194,24.175,0.2564,4.057,0.2152,0.2764,0.3684,3
PRJ3-02169,65,3.926,4.153,0.355,0.0949,0.0153,0.0319,0.0168,0.184,0.0248,0.0005,24.039,0.3555,0,0.1845,0.2323,0.252,1
PRJ3-02170,57,4.674,6.299,0.4287,0.3357,0.1298,0.0927,0.0296,0.1361,0.0373,0.006,8.663,0.1864,2.798,0.0532,0.1897,0.3366,2
PRJ3-02171,240,4.985,16.042,0.08,0.5217,0.1199,0.1911,0.0384,0.2627,0.04,0.0349,24.926,0.3618,3.564,0.2451,0.264,0.4675,6
PRJ3-02172,214,6.005,8.394,0.3736,0.2729,0.1059,0.2039,0.0603,0.1429,0.0581,0.0134,33.635,0.3579,6.542,0.5442,0.3033,0.4295,4
PRJ3-02173,183,4.752,6.107,0.4907,0.2253,0.0542,0.0592,0.0082,0.1481,0.0559,0.019,24.306,0.2361,2.938,0.3993,0.1744,0.3706,2
PRJ3-02174,125,4.186,10.791,0.2206,0.3988,0.0851,0.1085,0.0493,0.0851,0,0.0323,20.337,0.3241,2.656,0.2854,0.3735,0.4062,4
PRJ3-02175,30,3.42,2.434,0.5644,0.0273,0.0639,0.0858,0.0357,0.2434,0.0713,0.0003,10.558,0.1573,0,0.374,0.1541,0.4021,0
PRJ3-02176,80,5.498,9.977,0.0961,0.4246,0.1097,0.0325,0.0299,0.2434,0.0268,0.0146,31.899,0.3486,5.7,0.3543,0.1665,0.3477,4
PRJ3-02177,39,4.72,3.327,0.7172,0.1261,0.0397,0.2201,0.0847,0.1906,0.038,0.0099,11.37,0.1615,1.202,0.2797,0.1866,0.454,1
PRJ3-02178,4,1.027,8.967,0.2938,0.2986,0.0924,0.1142,0.0431,0.1824,0.0297,0,24.008,0.2551,4.185,0.0368,0.2535,0.2974,2
PRJ3-02179,30,4.431,5.492,0.3044,0.2311,0.071,0.1211,0.0345,0.02,0,0.0155,9.758,0.0657,0.564,0.3186,0.1063,0.2513,1
PRJ3-02180,4,0.785,9.265,0.2097,0.301,0.047,0.0936,0.0381,0.0611,0,0.0028,21.516,0.2335,0.488,0.1391,0.2231,0.1434,2
PRJ3-02181,226,6.146,10.525,0.236,0.337,0.077,0.2265,0.0325,0.2566,0.0488,0.0389,24.458,0.3052,0,0.5212,0.3401,0.43,4
PRJ3-02182,73,4.801,8.384,0.4476,0.421,0.1078,0.0789,0.0498,0.2782,0.0588,0.0438,28.902,0.2642,1.906,0.181,0.2196,0.4235,4
PRJ3-02183,34,4.851,9.745,0.1177,0.3429,0.0863,0.1183,0.0331,0.3975,0.0458,0.0286,20.175,0.2646,3.632,0.394,0.2786,0.4048,3
PRJ3-02184,134,5.674,8.232,0.325,0.3413,0.1033,0.0828,0.0084,0.0864,0.0438,0.026,17.197,0.2516,7.594,0.2411,0.1782,0.3628,3
PRJ3-02185,31,5.857,7.054,0.4554,0.2693,0.0841,0.0832,0.0364,0.236,0.036,0.026,17.117,0.2245,6.867,0.404,0.2644,0.3833,3
PRJ3-02186,9,2.766,9.13,0.2653,0.2866,0.0876,0.1161,0.0346,0.2746,0.0405,0.0101,16.816,0.1526,0.843,0.2998,0.209,0.3605,2
PRJ3-02187,240,2.526,8.815,0.259,0.3109,0.0509,0.1822,0.073,0.2571,0.0246,0.02,28.095,0.3441,0.435,0.162,0.3069,0.3577,3
PRJ3-02188,33,5.571,9.242,0.2877,0.3342,0.0735,0.157,0.0484,0.02,0,0.0167,27.884,0.341,1.573,0.1924,0.3161,0.4098,3
PRJ3-02189,72,5.081,5.645,0.3874,0.268,0.084,0.1475,0.0408,0.1174,0.0241,0.0251,18.753,0.2799,4.012,0.4189,0.3021,0.4434,3
PRJ3-02190,93,5.147,6.002,0.4291,0.1624,0.043,0.1207,0.0368,0.1666,0.0448,0.0243,25.661,0.262,3.83,0.4139,0.3391,0.2854,3
PRJ3-02191,196,5.297,3.546,0.4974,0.2023,0.0741,0.2075,0.0359,0.2235,0.0487,0.0141,21.069,0.2252,8.042,0.372,0.2597,0.2619,3
PRJ3-02192,91,4.41,8.04,0.3247,0.2767,0.0593,0.0853,0.0455,0.1866,0.0039,0.0204,25.358,0.3527,0.084,0.2678,0.2676,0.3842,2
PRJ3-02193,57,5.119,5.384,0.4398,0.2207,0.0705,0.149,0.0613,0.0793,0.0394,0.0036,19.874,0.2661,5.603,0.4292,0.2049,0.2964,2
PRJ3-02194,64,5.663,6.923,0.3658,0.2256,0.0696,0.0334,0.038,0.0898,0.0267,0.0032,20.712,0.2718,1.775,0.2474,0.2604,0.3262,1
PRJ3-02195,12,6.235,6.585,0.3435,0.2414,0.0808,0.1158,0.026,0.1703,0.045,0.0308,24.256,0.352,3.433,0.2645,0.2966,0.3005,3
PRJ3-02196,41,4.007,9.436,0.3304,0.2765,0.0555,0.1054,0.0154,0.1991,0.0544,0.0437,23.532,0.1956,7.134,0.3602,0.2322,0.5075,4
PRJ3-02197,59,5.543,11.073,0.1634,0.3989,0.1165,0.1107,0.0861,0.2669,0.055,0.0259,23.116,0.3246,5.997,0.4248,0.2565,0.4833,4
PRJ3-02198,41,4.925,7.75,0.3716,0.2444,0.0844,0.1868,0.0843,0.2848,0.067,0.0341,25.098,0.2252,8.26,0.5925,0.2774,0.419,4
PRJ3-02199,176,5.282,7.961,0.1716,0.3182,0.1189,0.1449,0.0602,0.2933,0,0.0104,31.398,0.274,1.74,0.2978,0.2952,0.4372,3
PRJ3-02200,110,4.274,7.154,0.4412,0.3001,0.111,0,0,0.1539,0.0066,0,23.59,0.3934,1.479,0.3899,0.2505,0.398,2
PRJ3-02201,41,4.599,4.764,0.3702,0.1011,0.0367,0.0372,0,0.0917,0.0242,0,17.188,0.2589,1.31,0.21,0.2353,0.3792,1
PRJ3-02202,89,5.475,12.556,0.08,0.4429,0.0996,0.1811,0.0495,0.1525,0.0426,0.0198,16.754,0.3332,5.676,0.4736,0.2884,0.4305,4
PRJ3-02203,34,3.623,4.017,0.52,0.1706,0.042,0.0231,0.0291,0.0751,0.0046,0,22.455,0.1381,2.782,0.3444,0.1908,0.2774,1
PRJ3-02204,126,6.553,9.497,0.1364,0.2624,0.0963,0.2096,0.0463,0.2431,0.0598,0.0598,38.877,0.4756,6.481,0.2444,0.2887,0.5315,6
PRJ3-02206,205,5.913,13.434,0.08,0.4837,0.1143,0.0724,0.0231,0.2819,0.0596,0.035,31.266,0.3472,8.454,0.3702,0.2744,0.6146,6
PRJ3-02207,8,1.629,9.593,0.1753,0.3462,0.0781,0.2648,0.0849,0.02,0.0363,0.0091,17.054,0.2624,0,0.1634,0.1908,0.2256,2
PRJ3-02208,240,3.273,9.607,0.2232,0.3438,0.0806,0.104,0.0095,0.1478,0.0024,0.0278,29.186,0.3038,0,0.3499,0.2668,0.3546,3
PRJ3-02209,50,5.55,6.116,0.5004,0.2992,0.0513,0.1482,0.0279,0.1067,0.04,0.0216,19.145,0.3437,6.087,0.3534,0.2227,0.3432,3
PRJ3-02210,87,5.272,9.737,0.2309,0.3178,0.1096,0.1008,0.041,0.1715,0.0254,0.0175,32.401,0.3385,0,0.1565,0.2234,0.3843,3
PRJ3-02211,17,5.775,11.052,0.0988,0.3985,0.0988,0.1419,0.0322,0.1458,0.0429,0.0056,6.191,0.0595,0.206,0.3642,0.1538,0.334,2
PRJ3-02212,39,5.957,4.539,0.4645,0.2236,0.0348,0.1322,0.0572,0.1751,0.0421,0.0326,17.982,0.2016,5.209,0.2538,0.1773,0.4604,3
PRJ3-02213,42,5.97,6.709,0.4665,0.2669,0.0767,0.1253,0.0587,0.199,0.0615,0.0422,26.271,0.2558,3.925,0.3979,0.1696,0.2224,4
PRJ3-02214,62,7.243,10.144,0.2285,0.3391,0.104,0.1001,0.042,0.2065,0.0639,0,15.727,0.2316,2.516,0.1546,0.193,0.2942,2
PRJ3-02215,27,7.188,4.02,0.4656,0.1918,0.048,0.0429,0.0345,0.2309,0.0321,0.0207,15.279,0.2841,0,0.3343,0.2186,0.3813,2
PRJ3-02216,77,4.068,5.201,0.4979,0.2653,0.0671,0.0878,0.0555,0.0599,0.0327,0.0275,32.785,0.4632,0.099,0.2507,0.2667,0.4271,3
PRJ3-02217,222,5.336,13.188,0.0994,0.4215,0.1115,0.1448,0.0459,0.1096,0.0142,0.0252,13.771,0.2914,7.453,0.358,0.1182,0.4468,4
PRJ3-02218,51,4.146,9.59,0.3208,0.3819,0.0801,0.119,0.0635,0.1429,0.0113,0.0299,22.493,0.1962,6.635,0.2171,0.1536,0.3055,4
PRJ3-02219,61,5.538,4.448,0.4227,0.0889,0.045,0.0275,0.0166,0.1904,0.0097,0,16.148,0.2304,0,0.1141,0.172,0.3637,1
PRJ3-02220,24,4.548,9.76,0.3113,0.4279,0.103,0.1353,0.0392,0.1228,0.041,0.0175,24.17,0.238,3.225,0.4021,0.3277,0.426,3
PRJ3-02221,199,5.64,13.133,0.08,0.5243,0.1227,0.2757,0.0917,0.2989,0.0399,0.0337,23.954,0.2674,3.855,0.4081,0.2174,0.2842,5
PRJ3-02222,35,7.089,10.45,0.1348,0.3436,0.0889,0.1565,0.0573,0.157,0.0192,0.0318,28.082,0.3357,2.729,0.3814,0.308,0.3994,4
PRJ3-02223,94,5.975,9.766,0.1168,0.4249,0.1174,0.2025,0.0466,0.2718,0.0475,0.0283,29.123,0.3125,1.438,0.3394,0.214,0.4069,4
PRJ3-02224,99,4.661,6.245,0.4784,0.1907,0.0439,0.1232,0.0451,0.0646,0.0208,0.0205,23.431,0.3092,0,0.2875,0.262,0.2393,2
PRJ3-02225,43,4.153,6.258,0.3752,0.2016,0.0236,0.0368,0.0049,0.0814,0.0096,0,8.422,0.2466,7.816,0.1827,0.1401,0.3863,2
PRJ3-02226,240,3.388,9.094,0.2723,0.2754,0.0543,0.0028,0.0113,0.1001,0.0261,0,20.914,0.206,4.658,0.3794,0.1253,0.3001,2
PRJ3-02227,84,5.827,8.868,0.1871,0.2991,0.0818,0.103,0.0264,0.2128,0.0423,0.0402,6.223,0.1852,7.992,0.4327,0.0441,0.2811,4
PRJ3-02228,31,6.478,12.099,0.08,0.3811,0.1272,0.1196,0.0834,0.2325,0.0132,0.0077,10.27,0.209,6.758,0.2876,0.1304,0.4842,3
PRJ3-02229,18,4.305,12.06,0.1835,0.4008,0.0955,0.1678,0.0502,0.2793,0.0703,0.0182,25.477,0.3507,4.227,0.1736,0.224,0.4523,4
PRJ3-02230,54,5.718,9.645,0.1855,0.1813,0.0615,0.2387,0.0697,0.3374,0.0527,0.0182,14.482,0.2163,6.686,0.2055,0.2833,0.4296,3
PRJ3-02231,53,4.103,10.421,0.2101,0.3014,0.0434,0.1089,0.0061,0.2475,0.0091,0.0255,29.204,0.2879,2.734,0.3495,0.3139,0.2414,4
PRJ3-02232,73,7.205,7.998,0.2735,0.3511,0.1115,0.2702,0.0909,0.2286,0.0774,0.0203,29.614,0.3533,5.243,0.4648,0.3669,0.5541,4
PRJ3-02233,41,4.515,8.544,0.1616,0.3141,0.0927,0.0368,0.0153,0.02,0.0347,0.0199,5,0.0752,1.621,0.323,0.1096,0.2848,2
PRJ3-02234,13,2.46,10.359,0.08,0.4062,0.1058,0.0905,0.0043,0.1144,0.0019,0.0105,18.692,0.269,4.028,0.1549,0.1406,0.2197,3
PRJ3-02235,83,4.604,5.242,0.4593,0.1642,0.0346,0.0371,0,0.1718,0.0193,0.0052,15.877,0.2048,1.659,0.4735,0.0201,0.2332,1
PRJ3-02236,55,5.567,7.505,0.3284,0.3275,0.1058,0.1476,0.03,0.0649,0.0262,0.018,23.356,0.356,9.641,0.113,0.3614,0.4605,4
PRJ3-02237,56,4.925,11.498,0.1453,0.4595,0.1195,0.1532,0.08,0.1384,0.0424,0.0509,24.893,0.3399,4.979,0.2319,0.3124,0.2619,5
PRJ3-02238,29,6.963,12.143,0.08,0.4838,0.1177,0.1697,0.0632,0.1261,0.0297,0.0372,26.358,0.3644,4.816,0.3599,0.2735,0.3822,5
